"condition_idx","trial_idx","item_idx","rank_idx","group","rt","choice"
1,861,1,3,0,0.36,-1
1,862,3,1,0,0.44,1
1,862,2,2,0,1.22,1
1,862,1,3,0,1.47,1
1,863,3,1,1,0.29,1
1,863,1,2,1,0.41,1
1,863,2,3,1,1.69,1
1,864,3,1,0,0.11,1
1,864,2,2,0,0.78,1
1,864,1,3,0,2.15,-1
1,865,1,1,1,0.33,1
1,865,3,2,1,0.35,1
1,865,2,3,1,1.73,1
1,866,1,1,0,0.39,1
1,866,2,2,0,0.42,1
1,866,3,3,0,1.27,1
1,867,3,1,1,0.4,1
1,867,1,2,1,3.78,1
1,867,2,3,1,5,1
1,868,3,1,1,0.44,1
1,868,2,2,1,0.91,1
1,868,1,3,1,1.4,-1
1,869,1,1,1,0.25,1
1,869,2,2,1,0.35,1
1,869,3,3,1,0.48,1
1,870,2,1,0,0.15,-1
1,870,3,2,0,0.33,1
1,870,1,3,0,1.16,1
1,871,2,1,0,0.31,-1
1,871,1,2,0,0.5,1
1,871,3,3,0,2.32,-1
1,872,3,1,0,0.86,-1
1,872,1,2,0,1.06,-1
1,872,2,3,0,1.27,1
1,873,2,1,0,0.29,1
1,873,1,2,0,0.41,-1
1,873,3,3,0,0.57,-1
1,874,3,1,1,0.28,1
1,874,1,2,1,0.54,1
1,874,2,3,1,0.83,1
1,875,3,1,1,0.33,1
1,875,1,2,1,0.35,-1
1,875,2,3,1,1.68,1
1,876,2,1,1,0.43,1
1,876,1,2,1,0.86,1
1,876,3,3,1,0.94,1
1,877,3,1,0,0.45,1
1,877,2,2,0,0.57,1
1,877,1,3,0,3.06,-1
1,878,2,1,1,0.31,1
1,878,1,2,1,0.77,1
1,878,3,3,1,1.29,1
1,879,1,1,1,0.33,1
1,879,3,2,1,0.5,1
1,879,2,3,1,1.58,1
1,880,2,1,0,0.29,1
1,880,3,2,0,0.47,1
1,880,1,3,0,1.63,1
1,881,2,1,0,0.49,-1
1,881,1,2,0,0.57,1
1,881,3,3,0,1.54,1
1,882,3,1,1,0.57,-1
1,882,2,2,1,1.05,1
1,882,1,3,1,2.61,1
1,883,3,1,0,0.74,1
1,883,1,2,0,1.16,-1
1,883,2,3,0,1.86,1
1,884,3,1,0,0.88,1
1,884,2,2,0,0.95,1
1,884,1,3,0,3.01,-1
1,885,2,1,1,0.25,1
1,885,1,2,1,0.76,1
1,885,3,3,1,1.1,-1
1,886,3,1,0,0.32,1
1,886,1,2,0,1.6,-1
1,886,2,3,0,2.44,1
1,887,1,1,0,0.28,1
1,887,2,2,0,0.43,1
1,887,3,3,0,1.48,1
1,888,1,1,0,0.34,1
1,888,3,2,0,0.75,1
1,888,2,3,0,0.88,-1
1,889,3,1,0,0.41,1
1,889,2,2,0,0.64,-1
1,889,1,3,0,2.79,-1
1,890,3,1,1,0.81,1
1,890,2,2,1,0.94,-1
1,890,1,3,1,1.01,1
1,891,3,1,1,0.7,1
1,891,2,2,1,0.81,1
1,891,1,3,1,1.64,-1
1,892,3,1,1,0.62,1
1,892,2,2,1,0.68,1
1,892,1,3,1,2.78,1
1,893,3,1,0,0.56,-1
1,893,2,2,0,0.72,1
1,893,1,3,0,2.39,1
1,894,1,1,0,0.39,-1
1,894,2,2,0,0.72,1
1,894,3,3,0,1.27,1
1,895,1,1,1,0.38,1
1,895,3,2,1,0.47,1
1,895,2,3,1,0.71,1
1,896,2,1,0,0.3,1
1,896,1,2,0,0.38,1
1,896,3,3,0,1.13,-1
1,897,1,1,1,0.36,1
1,897,3,2,1,0.8,1
1,897,2,3,1,0.81,1
1,898,3,1,1,0.72,1
1,898,2,2,1,0.77,1
1,898,1,3,1,1.21,-1
1,899,2,1,0,0.6,1
1,899,3,2,0,0.8,1
1,899,1,3,0,0.96,-1
1,900,3,1,1,0.87,1
1,900,1,2,1,1.32,1
1,900,2,3,1,1.47,1
1,901,2,1,0,0.51,-1
1,901,3,2,0,0.62,1
1,901,1,3,0,0.63,1
1,902,3,1,1,0.51,1
1,902,1,2,1,0.65,1
1,902,2,3,1,2.08,1
1,903,2,1,0,0.23,1
1,903,1,2,0,0.38,-1
1,903,3,3,0,1.02,1
1,904,2,1,0,0.15,1
1,904,1,2,0,1.21,1
1,904,3,3,0,1.42,1
1,905,3,1,0,0.42,1
1,905,1,2,0,0.94,1
1,905,2,3,0,2.51,1
1,906,3,1,1,0.26,1
1,906,1,2,1,0.97,1
1,906,2,3,1,0.98,1
1,907,2,1,0,0.57,1
1,907,1,2,0,0.67,1
1,907,3,3,0,0.83,-1
1,908,3,1,1,0.33,1
1,908,1,2,1,0.65,1
1,908,2,3,1,3.96,1
1,909,3,1,1,0.49,1
1,909,1,2,1,1.79,-1
1,909,2,3,1,2.64,1
1,910,3,1,1,0.46,1
1,910,1,2,1,1.63,1
1,910,2,3,1,1.67,1
1,911,3,1,0,0.54,1
1,911,1,2,0,0.7,-1
1,911,2,3,0,1.05,1
1,912,1,1,1,0.48,1
1,912,3,2,1,0.93,1
1,912,2,3,1,1.66,1
1,913,1,1,0,0.22,1
1,913,3,2,0,0.54,1
1,913,2,3,0,1.71,1
1,914,2,1,1,0.85,1
1,914,3,2,1,0.88,1
1,914,1,3,1,2.04,1
1,915,2,1,1,0.21,-1
1,915,3,2,1,0.58,1
1,915,1,3,1,0.65,1
1,916,1,1,1,0.25,1
1,916,2,2,1,0.56,-1
1,916,3,3,1,0.76,1
1,917,1,1,1,0.17,1
1,917,2,2,1,0.68,1
1,917,3,3,1,0.99,1
1,918,2,1,1,0.13,1
1,918,1,2,1,0.56,1
1,918,3,3,1,0.67,1
1,919,3,1,1,0.31,1
1,919,1,2,1,0.34,1
1,919,2,3,1,1.85,1
1,920,3,1,1,0.18,1
1,920,1,2,1,0.19,1
1,920,2,3,1,0.98,1
1,921,1,1,0,0.36,1
1,921,3,2,0,1.16,1
1,921,2,3,0,1.22,1
1,922,3,1,1,1.32,1
1,922,2,2,1,1.41,1
1,922,1,3,1,1.45,-1
1,923,3,1,0,0.81,-1
1,923,1,2,0,1.19,-1
1,923,2,3,0,2.21,-1
1,924,1,1,0,0.25,-1
1,924,2,2,0,0.31,1
1,924,3,3,0,0.42,1
1,925,1,1,0,0.3,1
1,925,2,2,0,0.68,1
1,925,3,3,0,2.33,1
1,926,2,1,1,0.45,1
1,926,3,2,1,0.76,1
1,926,1,3,1,0.88,1
1,927,3,1,0,0.17,-1
1,927,1,2,0,0.46,1
1,927,2,3,0,3.47,1
1,928,2,1,1,0.61,1
1,928,1,2,1,0.62,1
1,928,3,3,1,1.74,1
1,929,3,1,1,1.03,1
1,929,1,2,1,1.2,1
1,929,2,3,1,1.93,-1
1,930,2,1,0,0.3,1
1,930,3,2,0,0.59,1
1,930,1,3,0,1.77,1
1,931,2,1,0,0.7,1
1,931,3,2,0,0.79,1
1,931,1,3,0,1.29,1
1,932,3,1,1,0.33,1
1,932,2,2,1,1.21,-1
1,932,1,3,1,2.73,1
1,933,3,1,1,0.66,1
1,933,1,2,1,1.03,1
1,933,2,3,1,1.85,1
1,934,2,1,1,0.64,1
1,934,3,2,1,0.99,1
1,934,1,3,1,1.69,1
1,935,2,1,0,0.31,1
1,935,3,2,0,0.72,1
1,935,1,3,0,0.9,1
1,936,3,1,0,0.19,1
1,936,2,2,0,0.55,1
1,936,1,3,0,0.65,1
1,937,3,1,1,0.3,1
1,937,2,2,1,0.47,1
1,937,1,3,1,1.18,-1
1,938,1,1,0,0.49,-1
1,938,3,2,0,0.6,1
1,938,2,3,0,2.01,1
1,939,1,1,1,0.63,1
1,939,2,2,1,1.43,-1
1,939,3,3,1,1.71,1
1,940,2,1,1,0.26,1
1,940,3,2,1,0.39,1
1,940,1,3,1,0.9,1
1,941,2,1,0,0.31,1
1,941,1,2,0,0.38,1
1,941,3,3,0,1.57,1
1,942,3,1,1,0.19,1
1,942,2,2,1,1.53,1
1,942,1,3,1,1.98,-1
1,943,3,1,1,0.2,1
1,943,2,2,1,0.59,1
1,943,1,3,1,2.46,1
1,944,1,1,1,0.44,-1
1,944,3,2,1,0.58,1
1,944,2,3,1,0.82,1
1,945,3,1,0,1.03,1
1,945,1,2,0,1.21,1
1,945,2,3,0,1.37,1
1,946,1,1,0,0.13,1
1,946,2,2,0,0.42,1
1,946,3,3,0,0.85,1
1,947,2,1,1,0.19,1
1,947,1,2,1,1.6,-1
1,947,3,3,1,1.89,1
1,948,1,1,1,0.76,1
1,948,2,2,1,1.11,1
1,948,3,3,1,1.45,-1
1,949,3,1,1,0.19,1
1,949,2,2,1,0.43,1
1,949,1,3,1,1.33,1
1,950,1,1,1,0.71,-1
1,950,3,2,1,0.88,1
1,950,2,3,1,1.91,1
1,951,3,1,1,0.6,1
1,951,1,2,1,1.1,1
1,951,2,3,1,1.18,-1
1,952,2,1,0,0.27,-1
1,952,3,2,0,0.56,1
1,952,1,3,0,1.42,1
1,953,3,1,1,0.24,1
1,953,1,2,1,0.32,1
1,953,2,3,1,0.64,1
1,954,3,1,0,0.55,1
1,954,1,2,0,0.73,1
1,954,2,3,0,2.44,1
1,955,3,1,1,0.48,1
1,955,1,2,1,0.67,1
1,955,2,3,1,1.04,1
1,956,1,1,1,0.34,1
1,956,3,2,1,0.41,1
1,956,2,3,1,0.71,1
1,957,3,1,0,0.43,1
1,957,2,2,0,0.7,1
1,957,1,3,0,1.15,-1
1,958,2,1,1,0.31,-1
1,958,3,2,1,0.53,1
1,958,1,3,1,1.77,1
1,959,1,1,0,0.5,1
1,959,2,2,0,2.44,1
1,959,3,3,0,2.47,1
1,960,3,1,0,0.74,1
1,960,1,2,0,1.04,1
1,960,2,3,0,1.1,1
1,961,2,1,1,0.18,1
1,961,3,2,1,0.39,1
1,961,1,3,1,0.66,1
1,962,2,1,1,0.66,-1
1,962,1,2,1,0.68,-1
1,962,3,3,1,2.25,1
1,963,2,1,1,0.51,1
1,963,1,2,1,0.99,1
1,963,3,3,1,1.62,1
1,964,1,1,1,0.43,1
1,964,3,2,1,1.38,-1
1,964,2,3,1,1.6,1
1,965,2,1,0,0.63,-1
1,965,1,2,0,1.51,1
1,965,3,3,0,1.52,1
1,966,3,1,1,0.33,1
1,966,2,2,1,1.58,-1
1,966,1,3,1,2.86,-1
1,967,1,1,0,0.25,1
1,967,2,2,0,0.28,1
1,967,3,3,0,0.43,1
1,968,1,1,1,0.42,1
1,968,3,2,1,0.51,1
1,968,2,3,1,2.99,1
1,969,1,1,1,0.64,1
1,969,3,2,1,0.72,1
1,969,2,3,1,0.9,1
1,970,1,1,0,0.23,-1
1,970,2,2,0,0.67,1
1,970,3,3,0,1.46,1
1,971,2,1,1,1.13,1
1,971,3,2,1,1.17,1
1,971,1,3,1,1.32,1
1,972,2,1,1,0.57,1
1,972,3,2,1,0.7,-1
1,972,1,3,1,2,1
1,973,2,1,1,0.95,1
1,973,1,2,1,1.47,1
1,973,3,3,1,1.55,-1
1,974,3,1,0,0.26,-1
1,974,2,2,0,0.74,1
1,974,1,3,0,2.56,1
1,975,3,1,1,0.93,1
1,975,2,2,1,1.5,1
1,975,1,3,1,2.65,-1
1,976,3,1,1,0.45,1
1,976,1,2,1,0.58,1
1,976,2,3,1,0.65,1
1,977,1,1,0,0.35,1
1,977,2,2,0,0.79,1
1,977,3,3,0,0.89,1
1,978,2,1,0,0.26,1
1,978,3,2,0,0.46,-1
1,978,1,3,0,0.87,1
1,979,3,1,1,1.16,1
1,979,1,2,1,1.52,1
1,979,2,3,1,1.82,1
1,980,2,1,1,0.64,1
1,980,3,2,1,1.52,1
1,980,1,3,1,3.01,1
1,981,2,1,1,0.47,1
1,981,1,2,1,1.13,1
1,981,3,3,1,2.47,1
1,982,1,1,1,0.25,1
1,982,3,2,1,0.69,1
1,982,2,3,1,1.07,1
1,983,1,1,1,0.2,-1
1,983,2,2,1,0.22,1
1,983,3,3,1,0.42,1
1,984,1,1,1,0.47,-1
1,984,2,2,1,0.69,1
1,984,3,3,1,1.78,1
1,985,2,1,1,0.47,1
1,985,3,2,1,0.67,-1
1,985,1,3,1,1.08,-1
1,986,2,1,1,0.23,1
1,986,1,2,1,0.39,-1
1,986,3,3,1,1.48,1
1,987,3,1,1,0.97,1
1,987,1,2,1,1.26,-1
1,987,2,3,1,2.2,1
1,988,1,1,1,0.38,1
1,988,2,2,1,2,1
1,988,3,3,1,2.13,1
1,989,1,1,0,0.62,-1
1,989,3,2,0,1.24,1
1,989,2,3,0,2.25,1
1,990,2,1,0,0.47,1
1,990,3,2,0,0.65,1
1,990,1,3,0,1.37,1
1,991,1,1,0,1.02,1
1,991,3,2,0,1.27,1
1,991,2,3,0,1.74,-1
1,992,3,1,1,0.24,1
1,992,2,2,1,0.4,1
1,992,1,3,1,2.04,1
1,993,1,1,1,0.34,1
1,993,3,2,1,0.7,1
1,993,2,3,1,1.44,1
1,994,1,1,1,0.49,-1
1,994,3,2,1,1.31,1
1,994,2,3,1,2.03,1
1,995,1,1,0,0.28,1
1,995,2,2,0,0.58,1
1,995,3,3,0,1.05,-1
1,996,2,1,1,0.63,1
1,996,1,2,1,0.66,1
1,996,3,3,1,1.2,1
1,997,3,1,0,0.23,1
1,997,2,2,0,0.28,-1
1,997,1,3,0,0.49,-1
1,998,1,1,0,0.25,1
1,998,3,2,0,0.84,1
1,998,2,3,0,2.31,-1
1,999,1,1,1,0.13,1
1,999,3,2,1,0.16,1
1,999,2,3,1,1.6,1
1,1000,2,1,0,0.53,-1
1,1000,3,2,0,0.66,1
1,1000,1,3,0,1.5,-1
1,1001,3,1,0,0.21,1
1,1001,2,2,0,0.28,1
1,1001,1,3,0,3.45,1
1,1002,1,1,0,0.31,1
1,1002,3,2,0,0.38,1
1,1002,2,3,0,1.06,-1
1,1003,2,1,0,0.46,-1
1,1003,3,2,0,0.74,1
1,1003,1,3,0,1.5,-1
1,1004,3,1,1,0.57,1
1,1004,1,2,1,1.03,-1
1,1004,2,3,1,1.84,1
1,1005,1,1,0,0.42,-1
1,1005,2,2,0,0.43,1
1,1005,3,3,0,0.74,1
1,1006,2,1,0,0.14,1
1,1006,3,2,0,0.44,-1
1,1006,1,3,0,2.23,1
1,1007,1,1,0,0.87,1
1,1007,2,2,0,1.89,1
1,1007,3,3,0,2.11,1
1,1008,2,1,1,0.81,1
1,1008,3,2,1,0.92,1
1,1008,1,3,1,2.73,1
1,1009,3,1,1,0.27,1
1,1009,1,2,1,0.38,1
1,1009,2,3,1,1.22,-1
1,1010,1,1,0,0.46,1
1,1010,3,2,0,0.57,1
1,1010,2,3,0,1.04,1
1,1011,3,1,0,0.6,-1
1,1011,2,2,0,1.22,1
1,1011,1,3,0,3.96,-1
1,1012,2,1,0,0.48,1
1,1012,3,2,0,0.8,1
1,1012,1,3,0,0.87,-1
1,1013,3,1,0,0.4,1
1,1013,2,2,0,0.57,-1
1,1013,1,3,0,1.22,-1
1,1014,3,1,1,0.28,1
1,1014,2,2,1,0.88,1
1,1014,1,3,1,0.9,1
1,1015,1,1,0,0.6,1
1,1015,3,2,0,0.61,-1
1,1015,2,3,0,0.79,1
1,1016,3,1,1,0.43,1
1,1016,2,2,1,0.74,1
1,1016,1,3,1,0.93,1
1,1017,2,1,0,0.21,1
1,1017,3,2,0,0.88,1
1,1017,1,3,0,0.9,1
1,1018,3,1,0,0.45,1
1,1018,2,2,0,0.79,-1
1,1018,1,3,0,2.22,1
1,1019,2,1,1,0.55,1
1,1019,1,2,1,1.11,1
1,1019,3,3,1,2.3,1
1,1020,3,1,0,0.69,1
1,1020,2,2,0,1.2,1
1,1020,1,3,0,1.64,1
1,1021,1,1,0,0.28,-1
1,1021,3,2,0,0.62,1
1,1021,2,3,0,0.98,1
1,1022,3,1,1,0.25,-1
1,1022,1,2,1,0.71,1
1,1022,2,3,1,0.96,1
1,1023,2,1,1,0.56,1
1,1023,3,2,1,0.68,1
1,1023,1,3,1,1.67,1
1,1024,2,1,0,0.22,1
1,1024,1,2,0,0.67,-1
1,1024,3,3,0,2.91,1
1,1025,1,1,0,0.17,-1
1,1025,2,2,0,0.8,1
1,1025,3,3,0,0.84,1
1,1026,3,1,0,0.18,1
1,1026,1,2,0,1.21,1
1,1026,2,3,0,2.19,1
1,1027,3,1,0,0.83,1
1,1027,2,2,0,1.26,-1
1,1027,1,3,0,1.54,1
1,1028,3,1,1,0.43,1
1,1028,1,2,1,1.62,1
1,1028,2,3,1,1.88,1
1,1029,3,1,0,0.75,1
1,1029,2,2,0,1.55,-1
1,1029,1,3,0,2.1,1
1,1030,1,1,1,0.39,1
1,1030,3,2,1,0.53,-1
1,1030,2,3,1,0.75,1
1,1031,2,1,0,0.22,-1
1,1031,1,2,0,0.94,-1
1,1031,3,3,0,1.98,1
1,1032,2,1,0,0.31,1
1,1032,3,2,0,0.36,1
1,1032,1,3,0,0.6,-1
1,1033,3,1,1,0.32,1
1,1033,1,2,1,0.45,1
1,1033,2,3,1,1.62,1
1,1034,3,1,1,0.76,1
1,1034,1,2,1,1.33,-1
1,1034,2,3,1,2.65,1
1,1035,2,1,1,0.57,1
1,1035,3,2,1,1.27,1
1,1035,1,3,1,2.66,1
1,1036,3,1,1,0.17,1
1,1036,2,2,1,0.7,-1
1,1036,1,3,1,1.66,-1
1,1037,3,1,0,0.16,1
1,1037,2,2,0,2.32,1
1,1037,1,3,0,3.83,-1
1,1038,1,1,1,0.18,1
1,1038,2,2,1,0.19,-1
1,1038,3,3,1,0.57,1
1,1039,3,1,1,0.32,1
1,1039,1,2,1,0.44,1
1,1039,2,3,1,0.75,1
1,1040,2,1,1,0.2,1
1,1040,3,2,1,0.81,1
1,1040,1,3,1,1.6,1
1,1041,2,1,0,1.44,-1
1,1041,3,2,0,1.53,1
1,1041,1,3,0,2.11,1
1,1042,1,1,0,0.26,-1
1,1042,3,2,0,0.33,1
1,1042,2,3,0,3.25,1
1,1043,3,1,0,0.13,1
1,1043,1,2,0,1.42,1
1,1043,2,3,0,1.59,-1
1,1044,3,1,0,0.22,1
1,1044,2,2,0,0.38,-1
1,1044,1,3,0,2.91,-1
1,1045,3,1,0,0.3,1
1,1045,1,2,0,1.16,-1
1,1045,2,3,0,2.5,1
1,1046,1,1,0,0.3,-1
1,1046,3,2,0,0.55,-1
1,1046,2,3,0,3,1
1,1047,1,1,1,0.29,-1
1,1047,2,2,1,0.32,1
1,1047,3,3,1,1.66,1
1,1048,1,1,0,0.7,1
1,1048,3,2,0,1.08,1
1,1048,2,3,0,2.98,-1
1,1049,1,1,1,0.61,1
1,1049,3,2,1,0.84,1
1,1049,2,3,1,1,1
1,1050,3,1,0,1.48,1
1,1050,1,2,0,2.68,-1
1,1050,2,3,0,4.02,1
1,1051,3,1,1,0.42,1
1,1051,2,2,1,0.5,1
1,1051,1,3,1,0.61,1
1,1052,2,1,1,0.68,-1
1,1052,1,2,1,2.14,1
1,1052,3,3,1,2.29,1
1,1053,3,1,0,0.61,1
1,1053,1,2,0,1.11,1
1,1053,2,3,0,2.53,1
1,1054,2,1,1,0.2,1
1,1054,3,2,1,0.38,1
1,1054,1,3,1,2.81,-1
1,1055,2,1,0,0.32,1
1,1055,1,2,0,1.4,1
1,1055,3,3,0,1.53,1
1,1056,1,1,1,0.28,1
1,1056,3,2,1,0.5,1
1,1056,2,3,1,0.6,1
1,1057,2,1,1,0.45,1
1,1057,1,2,1,0.61,1
1,1057,3,3,1,0.77,1
1,1058,2,1,0,0.73,1
1,1058,1,2,0,0.74,-1
1,1058,3,3,0,1.98,-1
1,1059,2,1,1,0.63,1
1,1059,1,2,1,0.76,1
1,1059,3,3,1,3.24,1
1,1060,1,1,0,0.36,1
1,1060,3,2,0,0.79,-1
1,1060,2,3,0,1.93,1
1,1061,1,1,0,0.96,-1
1,1061,2,2,0,1.02,-1
1,1061,3,3,0,1.04,1
1,1062,1,1,0,0.19,-1
1,1062,2,2,0,0.39,1
1,1062,3,3,0,1.71,1
1,1063,3,1,1,0.38,1
1,1063,2,2,1,0.68,1
1,1063,1,3,1,0.77,-1
1,1064,1,1,1,1.01,1
1,1064,3,2,1,1.13,1
1,1064,2,3,1,2.52,1
1,1065,3,1,1,0.16,1
1,1065,1,2,1,0.22,1
1,1065,2,3,1,0.91,1
1,1066,1,1,1,0.59,1
1,1066,3,2,1,1,1
1,1066,2,3,1,2.55,1
1,1067,2,1,1,0.83,1
1,1067,1,2,1,1.48,1
1,1067,3,3,1,1.98,1
1,1068,1,1,0,0.47,1
1,1068,2,2,0,0.93,-1
1,1068,3,3,0,1.69,1
1,1069,3,1,1,0.49,1
1,1069,2,2,1,0.88,1
1,1069,1,3,1,1.74,1
1,1070,3,1,1,0.53,1
1,1070,1,2,1,1.03,1
1,1070,2,3,1,1.08,1
1,1071,2,1,1,0.42,1
1,1071,1,2,1,1.1,1
1,1071,3,3,1,1.34,1
1,1072,2,1,0,0.41,1
1,1072,3,2,0,0.46,1
1,1072,1,3,0,1.06,1
1,1073,3,1,0,0.23,1
1,1073,1,2,0,0.81,1
1,1073,2,3,0,1.56,1
1,1074,3,1,0,0.5,1
1,1074,2,2,0,0.54,1
1,1074,1,3,0,0.9,1
1,1075,1,1,1,0.59,-1
1,1075,3,2,1,0.88,1
1,1075,2,3,1,1.19,1
1,1076,3,1,1,0.44,-1
1,1076,1,2,1,0.63,1
1,1076,2,3,1,1.81,1
1,1077,2,1,1,0.68,1
1,1077,3,2,1,0.99,1
1,1077,1,3,1,1.29,-1
1,1078,3,1,0,0.42,-1
1,1078,1,2,0,0.44,1
1,1078,2,3,0,0.72,1
1,1079,1,1,0,0.62,1
1,1079,2,2,0,0.93,1
1,1079,3,3,0,1.63,1
1,1080,2,1,0,0.37,-1
1,1080,1,2,0,1.2,-1
1,1080,3,3,0,1.86,1
1,1081,3,1,1,0.66,-1
1,1081,2,2,1,0.81,-1
1,1081,1,3,1,2.89,1
1,1082,3,1,0,0.16,1
1,1082,1,2,0,1.9,-1
1,1082,2,3,0,2.93,1
1,1083,3,1,1,0.37,1
1,1083,2,2,1,0.81,1
1,1083,1,3,1,1.56,1
1,1084,2,1,0,0.4,1
1,1084,3,2,0,0.48,1
1,1084,1,3,0,0.53,1
1,1085,3,1,1,0.55,1
1,1085,1,2,1,0.56,1
1,1085,2,3,1,0.73,1
1,1086,2,1,1,0.82,1
1,1086,1,2,1,1.14,-1
1,1086,3,3,1,1.16,1
1,1087,1,1,1,0.29,-1
1,1087,2,2,1,0.53,-1
1,1087,3,3,1,0.92,1
1,1088,2,1,0,0.55,1
1,1088,1,2,0,0.6,1
1,1088,3,3,0,0.69,1
1,1089,1,1,0,0.08,-1
1,1089,3,2,0,0.2,1
1,1089,2,3,0,0.95,1
1,1090,2,1,0,0.19,1
1,1090,3,2,0,0.21,1
1,1090,1,3,0,1.11,1
1,1091,3,1,1,0.93,1
1,1091,2,2,1,1.03,1
1,1091,1,3,1,2.57,-1
1,1092,1,1,0,0.41,-1
1,1092,3,2,0,2.52,1
1,1092,2,3,0,4.33,1
1,1093,2,1,0,0.29,-1
1,1093,3,2,0,0.78,1
1,1093,1,3,0,0.94,1
1,1094,3,1,0,1.6,1
1,1094,2,2,0,1.71,1
1,1094,1,3,0,2.64,1
1,1095,3,1,0,0.31,1
1,1095,2,2,0,0.78,1
1,1095,1,3,0,0.85,1
1,1096,3,1,0,0.61,-1
1,1096,1,2,0,2.5,-1
1,1096,2,3,0,2.86,1
1,1097,2,1,1,0.29,1
1,1097,1,2,1,0.34,1
1,1097,3,3,1,0.59,1
1,1098,2,1,0,0.19,-1
1,1098,1,2,0,0.83,-1
1,1098,3,3,0,1.33,1
1,1099,1,1,0,0.98,1
1,1099,3,2,0,1.05,1
1,1099,2,3,0,1.17,1
1,1100,3,1,0,0.43,1
1,1100,1,2,0,0.81,-1
1,1100,2,3,0,1.33,1
1,1101,3,1,1,0.65,-1
1,1101,1,2,1,1.9,1
1,1101,2,3,1,2.17,-1
1,1102,2,1,0,1.33,1
1,1102,1,2,0,2.06,1
1,1102,3,3,0,5.42,-1
1,1103,3,1,1,0.36,1
1,1103,1,2,1,1.92,1
1,1103,2,3,1,4.13,1
1,1104,3,1,0,0.28,-1
1,1104,2,2,0,0.81,1
1,1104,1,3,0,1.01,1
1,1105,1,1,0,0.63,-1
1,1105,2,2,0,1.16,1
1,1105,3,3,0,2.55,1
1,1106,1,1,1,0.19,1
1,1106,2,2,1,0.69,1
1,1106,3,3,1,0.91,-1
1,1107,3,1,0,0.21,1
1,1107,2,2,0,0.47,1
1,1107,1,3,0,0.79,-1
1,1108,3,1,1,0.35,-1
1,1108,2,2,1,0.42,1
1,1108,1,3,1,0.7,1
1,1109,2,1,0,0.51,1
1,1109,3,2,0,1.34,1
1,1109,1,3,0,2.54,-1
1,1110,2,1,0,0.23,1
1,1110,3,2,0,2.3,1
1,1110,1,3,0,3.31,1
1,1111,3,1,0,0.5,1
1,1111,1,2,0,0.92,1
1,1111,2,3,0,2.33,1
1,1112,1,1,1,0.49,-1
1,1112,2,2,1,1.2,1
1,1112,3,3,1,1.28,-1
1,1113,2,1,1,0.11,-1
1,1113,1,2,1,0.39,1
1,1113,3,3,1,0.76,1
1,1114,3,1,1,0.6,1
1,1114,2,2,1,0.64,1
1,1114,1,3,1,0.79,1
1,1115,2,1,1,0.46,1
1,1115,3,2,1,1.15,1
1,1115,1,3,1,2.07,-1
1,1116,2,1,1,0.72,1
1,1116,3,2,1,0.81,1
1,1116,1,3,1,3.25,1
1,1117,1,1,1,0.43,1
1,1117,3,2,1,0.78,1
1,1117,2,3,1,1.02,1
1,1118,1,1,1,0.16,-1
1,1118,3,2,1,0.5,1
1,1118,2,3,1,0.77,1
1,1119,2,1,0,0.46,1
1,1119,3,2,0,1.69,1
1,1119,1,3,0,1.7,1
1,1120,2,1,0,0.44,1
1,1120,3,2,0,0.61,-1
1,1120,1,3,0,1.9,1
1,1121,3,1,0,0.23,1
1,1121,1,2,0,0.26,1
1,1121,2,3,0,0.79,1
1,1122,1,1,0,0.28,1
1,1122,3,2,0,1.16,-1
1,1122,2,3,0,1.93,1
1,1123,2,1,0,0.48,1
1,1123,1,2,0,1.26,1
1,1123,3,3,0,2.09,-1
1,1124,3,1,0,0.23,1
1,1124,1,2,0,0.44,1
1,1124,2,3,0,0.53,1
1,1125,3,1,1,0.72,1
1,1125,1,2,1,0.79,-1
1,1125,2,3,1,2.06,1
1,1126,1,1,1,0.33,1
1,1126,3,2,1,0.44,1
1,1126,2,3,1,2.38,1
1,1127,3,1,0,0.33,1
1,1127,2,2,0,0.67,-1
1,1127,1,3,0,1.1,1
1,1128,1,1,1,0.39,1
1,1128,3,2,1,0.73,-1
1,1128,2,3,1,1.17,-1
1,1129,2,1,1,0.46,1
1,1129,1,2,1,0.83,-1
1,1129,3,3,1,0.88,1
1,1130,1,1,1,0.54,1
1,1130,3,2,1,0.89,1
1,1130,2,3,1,1.55,1
1,1131,3,1,0,0.64,1
1,1131,1,2,0,0.87,1
1,1131,2,3,0,1.87,1
1,1132,3,1,0,0.56,1
1,1132,2,2,0,0.99,1
1,1132,1,3,0,2.9,-1
1,1133,2,1,0,0.16,-1
1,1133,1,2,0,0.5,1
1,1133,3,3,0,0.94,1
1,1134,1,1,0,0.35,1
1,1134,2,2,0,0.4,1
1,1134,3,3,0,0.56,-1
1,1135,3,1,0,0.28,1
1,1135,2,2,0,1,-1
1,1135,1,3,0,2.2,1
1,1136,2,1,1,0.21,1
1,1136,3,2,1,0.83,1
1,1136,1,3,1,1.26,-1
1,1137,1,1,0,0.36,1
1,1137,3,2,0,0.4,1
1,1137,2,3,0,2.51,1
1,1138,3,1,1,0.58,1
1,1138,2,2,1,0.76,1
1,1138,1,3,1,0.87,-1
1,1139,3,1,0,0.98,1
1,1139,2,2,0,1,1
1,1139,1,3,0,2.14,-1
1,1140,2,1,1,0.2,-1
